gene_id	gene_length
1207482	980
1208277	862
1208462	631
1208483	858
1208835	406
1209329	1512
1209806	1373
1209995	682
1210197	1809
1210831	1173
1210867	959
1211008	1952
1211156	1268
1211168	1559
1211841	629
1212163	1825
1212249	1972
1213016	2605
1213379	997
1213380	968
1213452	997
1214398	1207
1214600	608
1214767	1350
1214918	1883
1215513	2166
1217025	1693
1217111	1384
1217480	1124
1217755	476
1218256	3552
1218646	2006
1218648	2232
1218866	2028
1219449	701
1219494	694
1220335	895
1220632	1178
1220760	449
1220974	2198
1221028	1642
1221095	771
1221164	1573
1221310	910
1221660	577
1221694	935
1222381	864
1222412	2036
1223464	1957
1223992	1227
1223994	1750
1224302	1167
1224451	714
1224486	1159
1224866	775
1225048	743
1225160	807
1225178	1499
1225322	835
1225463	1878
1225852	873
1226039	1365
1226113	1763
1226177	3511
1226312	1167
1226508	6241
1227517	898
1227559	959
1227648	1434
1228166	1227
1228332	2371
1228356	1213
1228935	1324
1228984	1823
1229200	2803
1229720	1442
1230073	5028
1230090	1586
1230326	771
1230476	1340
1230504	578
1231177	883
1231216	1002
1231314	1079
1231427	1439
1231575	930
1231623	1563
1231665	646
1231762	741
1231877	917
1232032	589
1232108	693
1232336	976
1232633	757
1232973	1181
1233093	1364
1233629	855
1233951	1090
1233982	980
1234023	1268
1234051	744
1234113	798
1234136	1126
1234196	773
1234570	1279
1234828	429
1235033	641
1235088	636
1235229	1606
1235237	997
1235625	746
1235707	1530
1235729	1418
1235764	2214
1236264	1286
1236360	705
1236514	664
1236582	776
1236620	1565
1237246	701
1237394	2288
1237639	912
1237643	1042
1237859	657
1237866	1081
1237881	1802
1238081	1238
1238198	1009
1238499	885
1238621	434
1238658	2388
1238708	1064
1238985	2723
1239210	544
1239420	1887
1239573	1609
1240912	827
1240938	2264
1241045	804
1241154	920
1241359	1354
1241555	664
1241556	779
1241991	791
1242473	1446
1242517	953
1243152	1118
1243160	1932
1243500	2666
1243539	559
1243973	1927
1244246	3156
1244263	588
1244562	982
1244691	794
1244785	1262
1244824	965
1245158	677
1245264	830
1245271	1950
1245486	1596
1245487	504
1245547	521
1245894	960
1246209	1149
1246431	2931
1246879	1574
1246950	272
1247086	709
1247100	2112
1247142	1138
1247176	743
1247178	1811
1247181	1238
1247348	749
1247350	1013
1247360	903
1247361	1024
1247451	1716
1247503	1642
1247536	394
1247629	1368
1247633	1919
1248019	2014
1248310	1954
1248455	914
1248779	1979
1249099	2085
1249470	1388
1249815	1197
1250059	2129
1250156	823
1250415	2083
1250693	1447
1250925	890
1251767	2302
1252245	1031
1253287	1726
1253309	1415
1253461	566
1253462	431
1253671	1513
1253997	1086
1254011	2025
1254022	817
1254187	780
1254245	895
1254603	823
1254767	829
1254798	603
1254881	1851
1255200	756
1255340	1573
1255433	1902
1255601	457
1255602	916
1255708	2065
1255821	1991
1255874	1262
1256360	1043
1256964	548
1257211	1118
1257282	824
1257380	1403
1257745	438
1257864	796
1258031	1259
1258358	1032
1258761	1992
1258892	1593
1258983	1187
1259610	2260
1260086	1120
1260141	862
1260142	729
1260262	1934
1260426	1491
1260722	1177
1260891	977
1261112	865
1261120	823
1261190	774
1262973	791
1263297	1937
1264177	1426
1264362	1368
1264500	1353
1264815	7176
1264888	718
1265334	2168
1265348	1808
1265356	853
1265471	1286
1266440	1511
1266782	1289
1266817	583
1267078	1062
1267765	7686
1268601	401
1268683	1455
1269369	1399
1269609	748
1269817	941
1297643	303
1297653	420
1297664	483
1297679	732
1297708	1206
1297747	756
1297757	459
1297916	159
1297962	441
1298025	558
1298026	414
1298053	336
1298071	1476
1298118	489
1298167	1335
1298270	846
1298324	267
1298344	822
1298362	696
1298411	339
1298416	159
1298568	180
1298663	2136
1298736	213
1298802	213
1298831	210
1298878	1110
1298899	390
1298916	459
1298933	228
1298979	267
1298993	546
1299018	2655
1299023	588
1299166	687
1299167	153
1299178	942
1299225	687
1299242	258
1299259	213
1299287	693
1299290	486
1299292	285
1299330	354
1299352	201
1299362	378
1299363	378
1299370	156
1299372	561
1299443	516
1299485	351
1299506	474
1299514	459
1299604	534
1299616	846
1299626	345
1299629	462
1299635	252
1299712	321
1299735	207
1299740	204
1299747	483
1299784	243
1299807	732
1299828	378
1299848	198
1299926	765
1299929	273
1300143	273
1300145	546
1300181	186
1300227	333
1300234	444
1300243	231
1300273	288
1300277	1680
1300312	1734
1300355	405
1300420	393
1300468	867
1300643	249
1300662	327
1300676	1056
1300745	2532
1300781	651
1300813	321
1300814	417
1300818	600
1300847	186
1300853	450
1300881	153
1301166	543
1301184	321
1301206	708
1301215	501
1301250	336
1301276	261
1301315	297
1301331	648
1301363	213
1301364	486
1301444	372
1301454	489
1301484	681
1301496	318
1301499	249
1301549	1581
1301579	282
1301601	1632
1301603	486
1301606	780
1301670	168
1301695	246
1301739	639
1301746	837
1301754	210
1301764	456
1301872	207
1301910	414
1301930	423
1301993	258
1302012	192
1302025	525
1302062	537
1302088	480
1302090	210
1302127	339
1302254	372
1302272	294
1302322	276
1302371	1281
1302376	159
1302391	294
1302400	1221
1302404	732
1302529	1689
1302551	519
1302556	297
1302571	213
1302605	228
1302615	1746
1302697	273
1302736	420
1302823	162
1302909	1182
1302956	561
1302973	369
1302988	750
1303013	591
1303053	597
1303086	477
1303185	1242
1303201	159
1303261	165
1303281	207
1303324	219
1303334	681
1303461	168
1303482	597
1303485	222
1303506	1206
1303564	270
1303569	417
1303620	171
1303781	435
1303832	531
1303882	576
1303898	300
1303981	522
1304022	195
1304044	336
1304185	546
1304245	231
1304261	150
1304379	162
1304458	204
1304463	210
1304532	408
1304538	210
1304542	696
1304554	198
1304632	3522
1304741	699
1304761	510
1304798	1068
1304820	210
1304833	510
1304955	357
1305022	333
1305092	195
1305153	1275
1305172	813
1305241	621
1305278	345
1305329	246
1305376	645
1305399	156
1305412	294
1305464	378
1305489	681
1305656	216
1305697	579
1305721	243
1305725	537
1305747	1281
1305816	447
1305925	402
1306040	276
1306050	627
1306051	774
1306070	336
1306106	1482
1306133	1074
1306138	561
1306161	390
1306175	165
1306293	372
1306324	741
1306330	366
1306366	366
1306402	618
1306467	408
1306495	252
1306525	216
1306643	354
1306655	636
1306746	291
1306881	369
1306947	192
1306987	294
1307006	246
1307031	165
1307084	165
1307088	306
1307251	156
1307296	264
1307297	159
1307309	816
1307427	285
1307455	1680
1307597	519
1307618	876
1307652	723
1307705	375
1307707	264
1307744	414
1307756	210
1307852	762
1307913	480
1307940	210
1307990	1191
1308024	234
1308352	651
1308403	936
1308694	378
1308768	198
1308818	207
1308892	636
1308900	1173
1308934	174
1309002	189
1309048	432
1309183	156
1309202	774
1309448	1356
1309658	309
1309695	462
1309716	381
1309732	720
1309752	1086
1309955	1002
1309983	510
1310002	174
1310168	267
1310496	636
1310499	333
1310571	393
1310595	666
1310711	204
1310789	957
1310793	510
1310823	252
1310842	744
1310875	450
1311025	954
1311078	1929
1311154	558
1311189	363
1311193	273
1311359	249
1311434	669
1311468	369
1311533	510
1311546	243
1311598	351
1311624	273
1311663	1047
1311674	777
1311779	231
1311834	465
1312028	1200
1312181	858
1312198	180
1312316	174
1312442	267
1312607	288
1312700	288
1312860	294
1312864	390
1313020	828
1313161	534
1313510	210
1313550	1350
1313714	906
1313727	495
1313731	150
1313746	558
1313766	231
1313861	1263
1313877	261
1314063	387
1314068	543
1314076	546
1314092	378
1314167	762
1314202	234
1314216	771
1314283	705
1314434	753
1314530	1146
1314695	534
1315135	945
1315198	1209
1315199	858
1315230	588
1315240	231
1315287	288
1315359	384
1315433	255
1315587	711
1315621	1305
1315635	222
1315796	240
1315819	570
1315827	717
1315866	159
1315909	252
1315990	246
1316129	807
1316291	561
1316327	669
1316546	243
1316570	726
1316606	549
1316609	624
1316643	483
1316694	171
1316716	282
1316856	303
1317011	783
1317034	396
1317075	375
1317175	687
1317187	1233
1317271	648
1317292	357
1317354	210
1317377	1614
1317395	1173
1317466	729
1317629	288
1317784	315
1317907	180
1317916	228
1317944	1566
1318009	165
1318012	531
1318032	186
1318176	915
1318283	504
1318390	720
1318408	687
1318413	249
1318600	174
1318782	285
1318817	564
1318832	564
1318856	336
1318953	486
1318978	450
1319130	675
1319173	213
1319191	702
1319196	1596
1319243	174
1319268	342
1319292	327
1319300	192
1319342	441
1319350	339
1319464	219
1319524	429
1319607	228
1319655	582
1319706	276
1319879	276
1319912	774
1319973	219
1320052	240
1320153	330
1320221	585
1320255	552
1320288	339
1320509	1422
1320510	1155
1320633	165
1320640	309
1320646	189
1320712	354
1320791	453
1320826	240
1320856	351
1320872	816
1320904	372
1320914	180
1320924	642
1320939	192
1320983	357
1321010	372
1321130	696
1321152	990
1321157	234
1321165	603
1321290	684
1321350	414
1321412	420
1321428	453
1321513	345
1321718	204
1321736	228
1321745	537
1321822	243
1321880	885
1322009	378
1322033	510
1322076	705
1322114	198
1322127	216
1322146	525
1322340	843
1322391	474
1322409	624
1322554	282
1322596	2226
1322636	450
1322645	732
1322733	771
1322775	258
1322801	525
1322820	1176
1322862	333
1322900	195
1322919	210
1323039	489
1323078	327
1323191	282
1323309	360
1323316	432
1323382	291
1323761	408
1323764	201
1323886	198
1323995	189
1324023	291
1324061	333
1324150	801
1324161	240
1324320	924
1324371	564
1324413	906
1324439	1914
1324441	219
1324448	264
1324451	360
1324500	189
1324517	498
1324556	564
1324559	330
1324610	918
1324628	291
1324751	216
1324895	150
1324925	168
1324933	357
1324947	207
1325001	342
1325008	447
1325233	213
1325618	204
1325619	513
1325637	675
1325651	720
1325737	222
1325817	492
1325825	426
1325878	333
1326001	462
1326089	153
1326094	525
1326136	606
1326168	255
1326218	762
1326297	399
1326408	1350
1326450	273
1326482	612
1326519	219
1326577	645
1326669	219
1326702	348
1326822	165
1326824	441
1326858	1047
1326865	654
1326869	183
1326881	459
1326887	468
1326963	342
1326977	1398
1327012	783
1327107	237
1327159	306
1327267	492
1327328	339
1327345	207
1327413	360
1327491	294
1327537	288
1327619	243
1327712	174
1327900	279
1327901	231
1327951	312
1327961	558
1328032	1470
1328128	222
1328186	237
1328202	234
1328222	345
1328278	219
1328322	198
1328337	492
1328343	195
1328471	327
1328602	525
1328744	1047
1328753	273
1328775	216
1328803	429
1328875	651
1328889	255
1328892	297
1328895	849
1328977	342
1329054	1272
1329075	210
1329155	1527
1329249	852
1329300	483
1329328	513
1329529	264
1329542	813
1329693	156
1329760	501
1330037	501
1330052	615
1330060	186
1330087	237
1330130	279
1330132	213
1330133	315
1330169	900
1330189	486
1330223	297
1330237	366
1330292	525
1330361	213
1330377	243
1330505	342
1330661	255
1330667	669
1330709	240
1330776	303
1330944	177
1331045	354
1331070	615
1331114	615
1331135	264
1331172	615
1331190	1464
1331201	465
1331396	486
1331419	180
1331531	528
1331548	846
1331572	171
1331588	651
1331593	693
1331644	408
1331661	360
1331818	765
1331839	174
1331894	342
1332017	858
1332020	423
1332042	291
1332064	348
1332116	165
1332120	1464
1332226	258
1332394	213
1332610	1029
1332629	369
1332821	153
1332911	183
1332915	306
1332967	651
1332968	594
1332975	381
1332980	507
1333101	501
1333283	315
1333300	552
1333375	684
1333396	501
1333398	198
1333469	531
1333517	429
1333537	342
1333560	1122
1333639	627
1333643	168
1333646	414
1333649	264
1333787	501
1333866	243
1334031	273
1334046	354
1334093	435
1334100	594
1334110	405
1334121	342
1334186	216
1334277	555
1334281	486
1334311	510
1334323	1047
1334414	966
1334487	903
1334542	492
1334553	393
1334628	585
1334786	1380
1334788	534
1334789	789
1334818	1929
1334826	1914
1334842	1923
1334871	4257
1334910	636
1334916	1050
1334942	1011
1334963	1554
1334988	537
1335001	1377
1335024	1908
1335033	1839
1335043	855
1335046	579
1335055	291
1335057	1329
1335061	1371
1335075	1200
1335080	975
1335081	1449
1335108	1719
1335114	1221
1335134	462
1335136	2241
1335144	903
1335147	1620
1335156	162
1335180	453
1335196	600
1335207	237
1335208	492
1335213	1212
1335223	231
1335235	255
1335246	315
1335247	1482
1335249	1782
1335251	1296
1335252	1125
1335275	165
1335281	987
1335288	456
1335341	1476
1335351	1143
1335353	1860
1335360	1083
1335405	783
1335435	1053
1335439	1461
1335482	1509
1335490	972
1335525	2895
1335526	282
1335531	276
1335548	3174
1335562	1329
1335577	903
1335626	2130
1335632	1296
1335633	1032
1335653	1224
1335667	2424
1335701	1086
1335743	975
1335754	996
1335756	1086
1335776	627
1335777	1194
1335794	2736
1335812	2376
1335832	1299
1335850	519
1335852	2487
1335863	810
1335873	1248
1335875	540
1335879	822
1335880	354
1335891	711
1335903	657
1335963	1227
1335980	855
1335982	1017
1336036	987
1336050	1422
1336072	1272
1336077	1890
1336164	1329
1336171	1356
1336189	1230
1336205	2217
1336210	966
1336289	699
1336300	2343
1336306	2610
1336338	1038
1336373	690
1336393	1296
1336403	2214
1336424	2007
1336426	1413
1336469	1662
1336484	534
1336508	4926
1336520	816
1336529	3045
1336535	198
1336537	921
1336553	1305
1336571	264
1336589	876
1336607	837
1336650	1575
1336665	969
1336667	1017
1336675	276
1336677	237
1336678	510
1336688	2457
1336732	786
1336739	909
1336766	1314
1336772	2475
1336778	1575
1336781	1173
1336821	732
1336847	1065
1336886	1632
1336889	3246
1336892	1098
1336895	1617
1336896	1086
1336911	2328
1336922	999
1336925	972
1336939	312
1336941	807
1336946	867
1336979	1593
1336995	969
1337012	1773
1337019	888
1337055	900
1337132	195
1337156	2130
1337168	417
1337180	1260
1337195	2283
1337198	1584
1337204	1995
1337251	1902
1337291	1302
1337294	3408
1337306	855
1337311	816
1337313	1071
1337335	561
1337358	903
1337369	2571
1337402	471
1337412	1920
1337415	234
1337423	3807
1337446	3924
1337447	918
1337455	1143
1337457	384
1337459	1626
1337486	1521
1337487	885
1337494	2307
1337500	402
1337517	1362
1337534	657
1337540	606
1337581	3006
1337620	1422
1337638	525
1337704	1956
1337732	1521
1337747	3831
1337766	747
1337768	2736
1337809	3840
1337811	1470
1337831	1164
1337837	867
1337849	1671
1337853	192
1337854	474
1337859	1260
1337861	342
1337862	1173
1337881	4188
1337887	1014
1337910	243
1337931	2328
1337941	180
1337947	1035
1337948	1584
1337954	417
1337973	2124
1337974	1644
1337978	726
1337987	1692
1338025	294
1338088	537
1338095	1506
1338105	1149
1338111	252
1338116	264
1338127	897
1338155	1329
1338163	558
1338164	2349
1338187	1833
1338231	1386
1338238	333
1338244	891
1338249	2574
1338250	1410
1338258	1278
1338271	1428
1338291	1083
1338310	2160
1338318	2967
1338330	447
1338334	306
1338339	3102
1338342	1206
1338349	375
1338355	1752
1338368	1299
1338380	507
1338444	1302
1338476	1917
1338529	801
1338558	606
1338580	906
1338581	861
1338608	2127
1338611	885
1338622	2046
1338639	1215
1338648	981
1338665	426
1338673	960
1338676	246
1338691	744
1338695	891
1338705	5301
1338707	1710
1338711	672
1338748	738
1338757	2427
1338763	2826
1338846	1056
1338863	903
1338875	792
1338887	930
1338905	1884
1338906	1533
1338922	4623
1338936	1473
1338948	717
1338949	588
1338972	954
1338975	510
1338991	2427
1338993	519
1339037	3165
1339039	1788
1339095	657
1339107	723
1339137	1110
1339156	591
1339203	930
1339215	1443
1339281	1377
1339292	2175
1339299	984
1339326	2085
1339333	777
1339334	738
1339375	2646
1339411	1377
1339415	1194
1339420	459
1339446	1671
1339471	555
1339479	1626
1339480	471
1339489	717
1339501	963
1339517	1902
1339563	3729
1339576	609
1339582	2085
1339591	1662
1339613	396
1339624	546
1339637	333
1339647	1203
1339656	984
1339683	1323
1339687	726
1339710	1389
1339723	4515
1339789	2496
1339811	1533
1339829	231
1339858	1200
1339865	300
1339880	897
1339883	933
1339893	1155
1339911	1164
1339916	399
1339918	636
1339931	3333
1339955	1020
1339960	969
1339975	1158
1339987	1197
1339992	837
1340022	2010
1340040	486
1340061	1263
1340071	534
1340085	459
1340090	1104
1340091	669
1340098	1353
1340105	387
1340107	1080
1340109	516
1340119	1284
1340126	267
1340159	2247
1340187	2796
1340194	1101
1340223	2376
1340224	2193
1340243	1203
1340269	555
1340289	1782
1340296	1170
1340317	1302
1340351	2676
1340392	1362
1340400	1275
1340407	1065
1340410	966
1340448	543
1340454	780
1340462	1830
1340473	1284
1340493	1284
1340500	1323
1340501	1122
1340512	1032
1340522	219
1340528	1101
1340533	2385
1340554	1059
1340560	1611
1340563	1077
1340566	1707
1340577	1473
1340579	342
1340584	1086
1340600	2538
1340622	1248
1340623	1761
1340624	1098
1340645	1512
1340662	954
1340698	2196
1340703	324
1340713	408
1340749	1035
1340758	255
1340774	3816
1340800	1599
1340858	924
1340862	462
1340865	936
1340887	1422
1340888	1461
1340900	1737
1340936	735
1340941	1803
1340983	2139
1341010	2163
1341015	1398
1341016	798
1341030	534
1341034	1140
1341039	2256
1341041	1737
1341045	1644
1341047	957
1341056	354
1341059	1992
1341070	1512
1341071	1254
1341101	336
1341111	663
1341117	300
1341128	1152
1341145	2766
1341158	1491
1341161	342
1341171	1989
1341174	999
1341179	891
1341187	1005
1341189	1503
1341216	2796
1341228	960
1341249	1620
1341255	876
1341267	3576
1341296	1386
1341297	675
1341321	948
1341334	1308
1341338	1626
1341351	342
1341362	2799
1341391	1641
1341401	1437
1341414	894
1341422	1719
1341426	651
1341438	684
1341448	1554
1341452	1521
1341458	1446
1341464	852
1341479	213
1341493	2022
1341506	315
1341513	783
1341521	168
1341526	780
1341537	636
1341550	243
1341560	1347
1341570	624
1341577	486
1341616	1389
1341622	810
1341632	1857
1341639	510
1341658	825
1341676	636
1341704	1653
1341732	177
1341744	171
1341760	1461
1341779	867
1341780	1641
1341811	3840
1341828	1077
1341837	408
1341838	831
1341840	1296
1341863	2901
1341874	162
1341886	1761
1341891	1170
1341916	2040
1341917	567
1341919	1716
1341935	1638
1341941	237
1341953	2154
1341958	489
1342004	654
1342009	423
1342026	1512
1342038	453
1342066	834
1342091	1656
1342092	1605
1342115	168
1342143	816
1342149	1023
1342174	738
1342213	591
1342215	1749
1342218	171
1342254	288
1342303	1065
1342341	972
1342407	3942
1342413	3474
1342435	1083
1342455	741
1342459	234
1342510	1812
1342535	1011
1342537	1422
1342541	246
1342566	1320
1342605	558
1342625	1248
1342641	432
1342647	1497
1342651	753
1342677	714
1342764	2406
1342769	942
1342770	588
1342781	273
1342787	573
1342789	1176
1342796	5865
1342818	783
1342845	1629
1342856	1068
1342883	540
1342886	1032
1342903	1176
1342905	708
1342914	1554
1342924	1797
1342932	3039
1342953	1323
1342966	426
1342982	990
1342987	1023
1342990	1629
1343019	831
1343053	351
1343058	495
1343096	1680
1343098	1419
1343124	3819
1343125	1815
1343128	2112
1343163	219
1343191	678
1343195	372
1343199	1026
1343201	897
1343202	1830
1343206	1998
1343207	378
1343223	2532
1343233	1521
1343235	375
1343258	1494
1343298	324
1343305	3477
1343306	651
1343356	7182
1343385	1155
1343392	1395
1343413	780
1343415	1305
1343428	1959
1343429	2124
1343455	1803
1343494	1077
1343514	1119
1343529	1032
1343572	1149
1343584	651
1343599	2727
1343627	369
1343630	1395
1343632	813
1343637	2487
1343646	966
1343652	909
1343657	420
1343664	822
1343687	1548
1343695	1983
1343698	1527
1343709	1602
1343761	1350
1343765	921
1343777	2952
1343779	1887
1343794	4146
1343815	1065
1343816	1797
1343821	2106
1343823	723
1343902	693
1343920	1230
1343923	804
1343935	438
1343954	1227
1343956	978
1343976	3141
1343988	1386
1344012	624
1344019	528
1344023	537
1344030	3351
1344039	1200
1344043	2031
1344072	1521
1344099	261
1344107	2859
1344169	3048
1344199	1845
1344212	3393
1344229	1392
1344230	630
1344233	543
1344248	1776
1344280	1284
1344332	1554
1344344	945
1344346	2286
1344378	1599
1344382	1890
1344397	2262
1344448	1209
1344469	447
1344508	546
1344515	1155
1344523	3981
1344524	1533
1344547	1644
1344548	666
1344559	360
1344560	957
1344620	981
1344624	987
1344628	732
1344629	2019
1344630	948
1344649	936
1344692	3882
1344693	969
1344700	1617
1344724	507
1344735	1023
1344738	711
1344779	1098
1344783	369
1344793	2862
1344805	2424
1344819	1230
1344859	1029
1344875	387
1344881	1224
1344887	603
1344894	996
1344897	429
1344917	894
1344939	1953
1344940	912
1344948	2097
1344955	1518
1344967	984
1344973	699
1344976	4698
1345002	432
1345031	825
1345032	1080
1345052	639
1345058	2763
1345063	843
1345086	1122
1345102	165
1345134	1452
1345143	978
1345151	4104
1345194	621
1345196	1857
1345209	546
1345225	1482
1345235	915
1345240	1269
1345252	807
1345288	1635
1345302	291
1345314	471
1345318	1614
1345325	1050
1345328	1500
1345353	1410
1345360	1368
1345362	636
1345363	1608
1345366	1374
1345377	312
1345398	1677
1345400	966
1345424	1227
1345435	738
1345436	423
1345454	777
1345466	966
1345468	1149
1345470	162
1345476	1149
1345496	1215
1345510	828
1345512	1569
1345513	915
1345536	1356
1345537	1041
1345538	1719
1345582	528
1345585	1461
1345601	1212
1345641	1068
1345645	1038
1345651	1650
1345689	489
1345705	2160
1345719	726
1345762	513
1345790	873
1345792	585
1345820	1107
1345826	672
1345881	1095
1345895	1215
1345923	330
1345940	1578
1345950	1386
1345951	1083
1345954	762
1345961	1077
1345987	3186
1346002	3081
1346047	630
1346059	1914
1346070	924
1346079	1281
1346085	870
1346090	789
1346094	1317
1346097	570
1346118	2067
1346121	306
1346127	3291
1346135	1671
1346147	3780
1346148	564
1346178	1212
1346201	1293
1346220	1566
1346224	2733
1346256	1833
1346262	1647
1346266	1011
1346270	345
1346280	774
1346282	2430
1346284	2040
1346297	2691
1346303	450
1346306	981
1346312	1632
1346318	669
1346330	1101
1346370	288
1346393	1356
1346404	960
1346427	1860
1346445	1005
1346463	234
1346467	600
1346478	915
1346483	1062
1346491	852
1346514	2448
1346546	789
1346550	762
1346555	1692
1346559	969
1346570	1335
1346579	1137
1346599	1164
1346605	1170
1346616	933
1346618	978
1346622	1077
1346627	1317
1346636	1410
1346665	369
1346673	1026
1346675	612
1346685	480
1346704	1014
1346722	1593
1346732	1659
1346735	1863
1346762	384
1346767	594
1346774	651
1346791	1632
1346805	2049
1346811	1458
1346841	699
1346843	870
1346845	1584
1346857	243
1346872	228
1346873	630
1346910	5961
1346917	219
1346926	1701
1346933	1575
1346937	291
1346947	852
1346950	1605
1346972	1158
1346980	351
1346986	3612
1346990	2139
1347049	462
1347085	1575
1347106	531
1347124	1671
1347134	3525
1347157	2211
1347162	1557
1347224	1269
1347271	2109
1347278	1572
1347280	1440
1347286	1014
1347325	897
1347335	297
1347337	969
1347343	243
1347350	207
1347366	192
1347381	1530
1347392	681
1347474	597
1347486	1086
1347509	993
1347525	471
1347531	939
1347593	4365
1347603	1719
1347607	3195
1347609	2808
1347612	387
1347644	1851
1347655	1167
1347668	2277
1347714	660
1347734	1275
1347742	885
1347771	1512
1347776	1005
1347784	2670
1347795	1098
1347805	1368
1347821	2793
1347832	696
1347837	570
1347875	1551
1347901	192
1347939	411
1347973	921
1347975	816
1347976	1764
1348011	636
1348017	1734
1348028	1746
1348048	945
1348091	2286
1348101	4383
1348122	1299
1348126	2970
1348129	1059
1348130	414
1348171	177
1348184	873
1348186	468
1348212	915
1348214	1362
1348224	1566
1348232	1665
1348255	975
1348280	447
1348289	339
1348291	396
1348309	702
1348322	1365
1348365	1692
1348368	900
1348375	648
1348376	1035
1348385	915
1348396	1824
1348416	474
1348425	684
1348430	255
1348437	849
1348442	3030
1348453	1647
1348455	702
1348456	237
1348462	387
1348469	1593
1348479	480
1348497	1413
1348515	2343
1348534	609
1348550	282
1348558	2292
1348562	4395
1348585	1497
1348586	2343
1348589	1404
1348600	843
1348601	1569
1348612	1167
1348618	1656
1348651	489
1348656	1170
1348662	999
1348691	246
1348707	2808
1348711	414
1348735	801
1348739	762
1348746	1818
1348762	2139
1348825	1506
1348829	477
1348830	549
1348833	1026
1348839	3021
1348840	609
1348842	1710
1348847	1179
1348849	546
1348858	2493
1348871	3048
1348877	1182
1348880	1392
1348883	1512
1348885	1035
1348893	1761
1348909	867
1348925	600
1348926	2697
1348973	1641
1349022	2502
1349031	1017
1349041	999
1349042	3144
1349046	2298
1349071	897
1349089	753
1349096	2100
1349100	1098
1349110	840
1349124	468
1349128	342
1349135	1083
1349138	483
1349142	3294
1349154	1479
1349220	1746
1349224	693
1349229	576
1349249	1038
1349276	1287
1349279	2160
1349283	1719
1349289	2931
1349297	912
1349313	900
1349331	1530
1349342	1587
1349359	1683
1349381	1557
1349396	420
1349415	1155
1349425	1800
1349451	1728
1349453	1587
1349482	1152
1349490	723
1349511	447
1349545	240
1349546	1053
1349551	1701
1349565	675
1349571	1491
1349576	960
1349585	1035
1349589	1275
1349596	2097
1349617	981
1349644	2124
1349686	897
1349691	1338
1349727	1176
1349765	429
1349794	1452
1349823	975
1349866	885
1349882	411
1349886	1011
1349892	1707
1349904	954
1349927	1152
1349933	375
1349956	2568
1349968	2133
1349994	825
1350006	633
1350017	1695
1350021	2535
1350040	3408
1350044	4206
1350074	2229
1350089	3993
1350092	921
1350134	3738
1350153	2397
1350157	4071
1350171	1410
1350218	2433
1350228	1788
1350240	702
1350248	846
1350257	2130
1350270	1632
1350311	834
1350315	1584
1350344	1062
1350352	2160
1350359	519
1350371	1629
1350374	1737
1350393	2694
1350394	420
1350403	2478
1350516	1641
1350533	492
1350547	2400
1350555	1518
1350588	1239
1350591	2502
1350599	1413
1350613	2328
1350659	630
1350665	936
1350668	2205
1350680	2565
1350682	576
1350685	603
1350700	7089
1350701	1230
1350705	1281
1350722	1026
1350727	1086
1350730	3216
1350742	1470
1350767	2799
1350792	1605
1350795	456
1350813	1722
1350827	891
1350847	468
1350850	3219
1350862	396
1350886	294
1350899	786
1350909	4869
1350919	6219
1350939	453
1350946	966
1350969	417
1350970	957
1350985	1035
1351006	3297
1351065	2913
1351073	354
1351082	687
1351096	1239
1351113	414
1351117	1926
1351128	909
1351143	1245
1351159	483
1351161	582
1351175	1086
1351178	2757
1351181	531
1351187	1629
1351203	330
1351224	603
1351228	570
1351244	2001
1351252	1452
1351268	2949
1351279	189
1351313	1380
1351325	306
1351326	1296
1351334	1911
1351379	756
1351408	960
1351463	1803
1351478	870
1351480	3636
1351571	471
1351572	1095
1351618	1716
1351633	1014
1351641	966
1351647	1047
1351649	225
1351685	1086
1351716	1020
1351738	975
1351743	1110
1351749	624
1351752	408
1351764	1131
1351768	1035
1351791	300
1351807	2223
1351832	987
1351833	2175
1351841	828
1351854	1053
1351860	1065
1351867	267
1351895	936
1351900	630
1351905	1017
1351925	1233
1351929	1395
1351972	858
1351992	3588
1351995	423
1351996	1518
1351998	732
1352000	1875
1352001	1296
1352012	2256
1352013	1317
1352021	2541
1352029	744
1352036	2691
1352037	1014
1352041	465
1352062	1848
1352092	636
1352133	1170
1352170	915
1352174	1308
1352178	1227
1352180	663
1352191	891
1352209	981
1352213	1224
1352231	1065
1352244	1278
1352251	957
1352257	1146
1352260	873
1352267	2985
1352271	378
1352330	381
1352336	888
1352364	1422
1352365	1464
1352371	858
1352394	1908
1352395	552
1352422	1692
1352429	996
1352466	1563
1352486	2064
1352491	1074
1352505	1515
1352513	1110
1352525	2148
1352526	1359
1352528	855
1352562	1068
1352567	1221
1352577	1563
1352608	1167
1352612	447
1352672	1128
1352706	888
1352739	2985
1352792	2055
1352810	723
1352838	771
1352868	1542
1352895	846
1352905	1269
1352908	534
1352912	2607
1352930	750
1352934	1377
1352945	633
1352956	993
1352958	2241
1352971	1623
1353004	177
1353009	702
1353034	2025
1353040	1647
1353054	1059
1353058	1350
1353073	1854
1353074	633
1353107	1518
1353132	1968
1353134	2565
1353144	750
1353145	999
1353151	5250
1353165	882
1353180	2031
1353187	1422
1353204	1977
1353224	1395
1353229	756
1353266	435
1353272	162
1353297	1875
1353319	2769
1353322	495
1353333	5109
1353334	1914
1353363	1692
1353384	1008
1353388	507
1353418	1737
1353424	768
1353426	1674
1353437	1299
